timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent
1772582238.448295,node1,2159,67,-62,0,98,129.6356,129.6356,0.0,4.4
1772582247.8689864,node1,2160,66,-59,0,98,128.4695,1.1661,0.1,4.2
1772582249.101968,node2,1648,79,-57,0,98,129.3364,129.3364,0.0,4.2
1772582257.4182742,node1,2161,66,-57,0,97,128.4137,0.0558,0.0,4.1
1772582260.645665,node2,1649,79,-58,0,98,127.0566,2.2798,0.1,4.0
1772582266.2091935,node1,2162,66,-56,0,98,128.4611,0.0474,0.0,3.9
1772582272.0566924,node2,1650,80,-59,0,97,128.3438,1.2872,0.1,4.0
1772582277.170239,node1,2163,66,-60,0,98,128.787,0.3259,0.0,3.9
1772582283.915831,node2,1651,79,-57,0,97,128.4697,0.1259,0.0,3.9
1772582288.021711,node1,2164,67,-59,0,98,129.2434,0.4563,0.0,3.9
1772582297.444764,node2,1652,79,-56,0,98,128.3755,0.0942,0.1,3.9
1772582298.931661,node1,2165,65,-58,0,98,128.8273,0.416,0.0,3.9
1772582307.1519647,node1,2166,66,-63,0,98,128.4199,0.4075,0.2,4.0
1772582309.8934703,node2,1653,79,-57,0,98,128.413,0.0374,0.0,4.0
1772582316.9550488,node1,2167,67,-59,0,98,127.6073,0.8125,0.0,3.9
1772582322.3507044,node2,1654,79,-56,0,98,128.4103,0.0026,0.0,3.9
1772582325.185657,node1,2168,66,-58,0,98,128.1636,0.5562,0.1,3.9
1772582334.6835532,node1,2169,65,-57,0,97,128.417,0.2534,0.1,3.9
1772582336.0902488,node2,1655,79,-58,0,98,128.4759,0.0656,0.2,3.9
