timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent
1772489687.6658635,node1,12269,100,-53,0,52,124.342,124.342,0.0,4.2
1772489697.7931302,node1,12270,100,-53,0,52,124.3269,0.015,0.0,4.0
1772489706.687115,node1,12271,100,-56,0,52,124.3386,0.0117,0.0,3.9
1772489715.1062279,node1,12272,100,-54,0,52,124.3474,0.0088,0.0,3.7
1772489723.6823037,node1,12273,100,-53,0,52,124.1615,0.186,0.1,3.7
1772489732.99064,node1,12274,100,-55,0,52,124.3186,0.1571,0.1,3.7
1772489742.489205,node1,12275,100,-54,0,52,124.4462,0.1276,0.0,3.7
1772489751.8596063,node1,12276,100,-54,0,52,124.2585,0.1876,0.7,4.2
1772489761.2126322,node1,12277,100,-54,0,52,124.5089,0.2503,0.1,3.9
1772489771.719558,node1,12278,100,-55,0,52,124.5589,0.0501,0.0,3.8
1772489781.4158835,node1,12279,100,-54,0,52,124.2139,0.345,0.0,3.8
1772489790.7387753,node1,12280,100,-54,0,51,124.1887,0.0253,0.0,3.8
1772489801.0829268,node1,12281,100,-54,0,52,124.1469,0.0417,0.0,3.8
1772489809.6191921,node1,12282,100,-55,0,52,124.1994,0.0525,0.0,3.8
1772489818.8060396,node1,12283,100,-54,0,52,124.2454,0.046,0.0,3.8
1772489827.4934072,node1,12284,100,-56,0,52,123.4109,0.8345,0.0,4.0
1772489838.2903256,node1,12285,100,-54,0,52,123.3923,0.0186,0.0,3.8
1772489849.0697267,node1,12286,100,-54,0,51,123.832,0.4396,0.0,3.8
1772489859.0474992,node1,12287,100,-54,0,52,124.3753,0.5434,0.0,3.8
1772489867.6952899,node1,12288,100,-53,0,52,124.2681,0.1073,0.0,3.8
1772489876.8357766,node1,12289,100,-54,0,51,124.49,0.222,0.0,3.7
1772489887.3954859,node1,12290,100,-55,0,51,124.3234,0.1667,0.0,3.7
1772489896.3732188,node1,12291,100,-54,0,52,124.4395,0.1161,0.0,3.7
1772489906.2442036,node1,12292,100,-54,0,52,124.5353,0.0958,0.1,3.7
1772489914.8560011,node1,12293,100,-54,0,52,124.3064,0.2289,0.0,3.7
1772489923.5870779,node1,12294,100,-54,0,52,124.4674,0.1609,0.0,3.7
1772489932.1511128,node1,12295,100,-54,0,52,124.3916,0.0758,0.0,3.7
1772489940.3865118,node1,12296,100,-56,0,52,124.2933,0.0982,0.0,3.7
1772489950.104949,node1,12297,100,-54,0,52,124.2359,0.0575,0.0,3.8
1772489960.0036323,node1,12298,100,-54,0,52,124.5606,0.3247,0.0,3.7
1772489969.817137,node1,12299,100,-53,0,52,124.9018,0.3412,0.1,3.7
1772489978.8716645,node1,12300,100,-54,0,52,124.4888,0.4129,0.0,3.7
1772489987.8935504,node1,12301,100,-56,0,52,124.6362,0.1473,0.0,3.6
1772489996.8563075,node1,12302,100,-57,0,52,124.3739,0.2623,0.0,3.6
1772490005.067848,node1,12303,100,-57,0,52,124.3474,0.0265,0.0,3.6
1772490013.92859,node1,12304,100,-57,0,52,124.686,0.3386,0.0,3.6
1772490022.6503887,node1,12305,100,-54,0,51,124.8658,0.1798,0.0,3.6
1772490033.0705621,node1,12306,100,-53,0,52,124.2449,0.6208,0.1,3.6
1772490043.8386612,node1,12307,100,-54,0,52,123.2004,1.0445,0.0,3.6
1772490052.3580112,node1,12308,100,-55,0,52,124.3775,1.1771,0.0,3.6
1772490061.7449274,node1,12309,100,-55,0,52,124.5556,0.1781,0.0,3.6
1772490071.2214882,node1,12310,100,-56,0,52,124.4066,0.149,0.0,3.6
1772490081.960348,node1,12311,100,-56,0,52,124.3181,0.0885,0.0,3.6
1772490090.6927168,node2,0,91,-52,0,47,123.3532,123.3532,0.1,3.6
1772490091.75633,node1,12312,100,-55,0,52,124.1839,0.1342,0.0,3.6
1772490101.1997519,node1,12313,100,-55,0,52,123.5223,0.6616,0.0,3.6
1772490101.8754385,node2,1,88,-51,0,47,124.6221,1.2689,0.0,3.6
1772490104.865831,node2,0,88,-52,0,47,130.1587,5.5366,0.0,3.6
1772490109.3022249,node1,12314,100,-54,0,52,124.718,1.1957,0.0,3.6
1772490119.583964,node1,12315,100,-55,0,51,124.1758,0.5422,0.0,3.6
1772490123.724279,node2,0,88,-36,0,47,124.2752,5.8835,0.0,3.6
1772490127.7890286,node1,12316,100,-56,0,52,125.0906,0.9148,0.0,3.6
1772490136.7469501,node2,1,86,-32,0,47,123.6534,0.6218,0.0,3.6
1772490137.8563297,node1,12317,100,-55,0,52,126.889,1.7984,0.0,3.6
1772490147.05084,node1,12318,100,-57,0,52,124.2642,2.6248,0.0,3.6
1772490147.9182208,node2,2,86,-33,0,47,124.4085,0.7551,0.0,3.6
1772490157.9994383,node1,12319,100,-56,0,52,124.4907,0.2265,0.0,3.6
1772490161.1592107,node2,3,86,-33,0,47,124.7845,0.376,0.1,3.6
1772490168.1437366,node1,12320,100,-57,0,52,124.356,0.1347,0.0,3.6
1772490172.7703278,node2,4,86,-32,0,47,124.2454,0.5391,0.0,3.6
1772490176.3042595,node1,12321,100,-58,0,52,124.3203,0.0358,0.0,3.6
1772490184.8209338,node1,12322,100,-58,0,52,124.3346,0.0143,0.0,3.6
1772490185.0403044,node2,5,86,-31,0,47,124.6784,0.433,0.0,3.6
1772490193.2983668,node1,12323,100,-58,0,52,124.3649,0.0303,0.0,3.6
1772490199.0096135,node2,6,86,-32,0,47,124.4502,0.2282,0.0,3.6
1772490203.4627554,node1,12324,100,-55,0,52,124.2981,0.0668,0.1,3.6
1772490210.3035183,node2,7,86,-33,0,47,123.7752,0.675,0.0,3.6
1772490214.0276697,node1,12325,100,-56,0,52,124.5141,0.216,0.0,3.6
1772490222.4935467,node1,12326,100,-56,0,52,123.7314,0.7827,0.0,3.6
1772490223.4715338,node2,8,86,-33,0,47,124.3837,0.6084,0.0,3.6
1772490233.1704485,node1,12327,100,-55,0,52,124.3651,0.6337,0.0,3.6
1772490234.997355,node2,9,86,-32,0,47,124.3992,0.0155,0.0,3.6
1772490241.306746,node1,12328,100,-55,0,52,124.5513,0.1862,0.0,3.6
1772490246.5878837,node2,10,86,-33,0,48,124.2979,0.1013,0.0,3.6
1772490251.4569976,node1,12329,100,-56,0,52,124.3129,0.2384,0.0,3.6
1772490257.691423,node2,11,86,-34,0,48,124.1906,0.1073,0.0,3.6
1772490270.2613692,node1,12331,100,-55,1,52,125.066,0.7532,0.0,3.6
1772490271.1651363,node2,12,86,-33,0,48,124.3021,0.1116,0.3,3.6
1772490279.5382566,node1,12332,100,-55,0,51,124.2187,0.8473,0.0,3.6
1772490284.7553933,node2,13,86,-33,0,48,124.2318,0.0703,0.0,3.6
1772490290.3115747,node1,12333,100,-55,0,51,124.3691,0.1504,0.0,3.6
1772490296.1727965,node2,14,86,-33,0,48,124.2571,0.0253,0.0,3.6
1772490298.6267724,node1,12334,100,-56,0,52,124.2936,0.0756,0.0,3.6
1772490308.0260112,node1,12335,100,-55,0,52,124.5883,0.2947,0.0,3.6
1772490308.6935768,node2,15,86,-33,0,48,125.0651,0.808,0.0,3.6
