timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent
1772240706.1524427,node1,48,63,-56,0,47,132.5643,132.5643,0.0,4.5
1772240716.2461858,node1,49,63,-57,0,48,132.1471,0.4172,0.0,4.2
1772240724.2738085,node1,50,63,-57,0,48,132.3285,0.1814,0.2,4.1
1772240733.8609622,node1,51,64,-56,0,47,132.0677,0.2608,0.1,4.0
1772240743.2008088,node1,52,63,-55,0,47,131.0544,1.0133,0.0,3.9
1772240749.8461795,node2,0,59,-56,0,47,129.9641,129.9641,0.0,3.9
1772240754.0334873,node1,53,64,-59,0,48,133.5268,2.4724,0.0,3.8
1772240762.9403126,node2,1,53,-41,0,46,131.1991,1.235,0.0,3.9
1772240771.7416658,node1,55,64,-59,1,48,132.6747,0.8521,0.0,3.9
1772240775.3085432,node2,2,71,-47,0,47,132.5276,1.3285,0.0,3.8
1772240781.4129155,node1,56,64,-59,0,48,132.0629,0.6118,0.0,3.8
1772240787.1029158,node2,3,89,-51,0,46,131.9394,0.5882,0.0,3.8
1772240790.3067694,node1,57,64,-60,0,48,131.8543,0.2086,0.1,3.8
1772240798.7066276,node2,4,89,-47,0,47,131.9721,0.0327,0.0,3.8
1772240801.0623074,node1,58,63,-58,0,48,130.9297,0.9246,0.0,3.8
1772240809.2841847,node1,59,63,-57,0,48,130.9021,0.0277,0.2,4.0
1772240811.0421855,node2,5,89,-49,0,47,130.9819,0.9902,0.1,4.0
1772240817.4034991,node1,60,64,-57,0,48,131.9673,1.0653,0.1,3.8
1772240822.4365964,node2,6,89,-48,0,47,132.2386,1.2567,0.0,3.8
1772240826.8601093,node1,61,64,-57,0,48,136.6489,4.6816,0.0,3.7
1772240835.1708722,node2,7,89,-48,0,47,132.0896,0.149,0.0,3.7
1772240835.9685345,node1,62,64,-57,0,48,131.6159,5.033,0.0,3.7
1772240844.608445,node1,63,64,-57,0,48,132.0806,0.4647,0.0,3.7
1772240847.589356,node2,8,89,-48,0,47,131.8815,0.2081,0.1,3.7
1772240854.732488,node1,64,64,-57,0,48,131.9947,0.0858,0.0,3.8
1772240858.8159552,node2,9,89,-49,0,47,131.9807,0.0992,0.0,3.7
1772240863.5989451,node1,65,64,-60,0,48,132.0877,0.093,0.0,3.7
1772240871.6774087,node2,10,89,-49,0,48,135.483,3.5024,0.1,3.7
1772240873.2671032,node1,66,64,-57,0,48,131.8369,0.2508,0.0,3.7
1772240883.5939589,node2,11,89,-49,0,48,136.3461,0.8631,0.0,3.7
1772240883.8819494,node1,67,64,-55,0,48,131.4807,0.3562,0.0,3.7
1772240893.790947,node1,68,65,-56,0,47,129.0507,2.43,0.1,3.7
1772240896.476137,node2,12,89,-38,0,47,129.9586,6.3875,0.0,3.7
1772240902.7828991,node1,69,63,-57,0,47,128.7959,0.2549,0.0,3.7
1772240908.8104115,node2,13,89,-39,0,47,129.3867,0.572,0.0,3.7
1772240913.6607504,node1,70,65,-56,0,47,129.941,1.1451,0.0,3.7
1772240919.9989247,node2,14,89,-45,0,47,130.0097,0.623,0.0,3.6
