timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent
1772237913.5518715,node1,11700,100,-54,0,51,137.4788,137.4788,0.0,4.1
1772237922.4767482,node2,45,100,-50,0,49,136.1148,136.1148,0.1,3.9
1772237933.1526723,node1,11702,100,-54,1,51,135.6854,1.7934,0.0,3.8
1772237935.2012048,node2,46,99,-51,0,48,135.6514,0.4635,0.0,3.8
1772237941.6892686,node1,11703,100,-54,0,51,135.7291,0.0436,0.1,3.8
1772237947.2274053,node2,47,98,-50,0,48,135.4635,0.1879,0.0,3.8
1772237951.7446795,node1,11704,100,-54,0,51,135.7789,0.0498,0.1,3.8
1772237961.260516,node2,48,98,-50,0,48,135.5217,0.0582,0.6,4.4
1772237962.352808,node1,11705,100,-54,0,51,135.4535,0.3254,0.0,4.4
1772237971.849761,node1,11706,100,-54,0,51,135.5681,0.1147,0.0,4.0
1772237974.7379284,node2,49,98,-50,0,48,135.108,0.4137,0.0,4.0
1772237980.9604917,node1,11707,100,-55,0,51,135.7696,0.2015,0.1,4.0
1772237986.9520442,node2,50,100,-50,0,49,135.5984,0.4904,0.0,4.0
1772237991.3294668,node1,11708,100,-54,0,51,134.8486,0.921,0.1,4.0
1772237998.501404,node2,51,97,-50,0,48,135.4172,0.1812,0.0,3.9
1772238000.1098366,node1,11709,100,-54,0,51,134.8982,0.0496,0.0,3.9
1772238009.7135522,node2,52,98,-50,0,48,135.3483,0.0689,0.0,3.8
1772238010.467526,node1,11710,100,-54,0,51,135.5643,0.6661,0.0,3.8
1772238020.876291,node1,11711,100,-55,0,51,134.8057,0.7586,0.0,3.9
1772238022.7551303,node2,53,99,-50,0,48,135.4702,0.1218,0.1,3.8
1772238029.9027252,node1,11712,100,-55,0,50,134.9032,0.0975,0.0,3.8
1772238036.038723,node2,54,98,-50,0,48,135.4744,0.0043,0.0,3.8
1772238039.8561063,node1,11713,100,-55,0,51,135.8247,0.9215,0.1,3.8
1772238047.5051386,node2,55,98,-50,0,48,135.3977,0.0768,0.1,3.8
1772238049.9254339,node1,11714,100,-55,0,51,135.6847,0.14,0.0,3.8
1772238058.2376351,node1,11715,100,-54,0,50,135.3476,0.3371,0.0,3.8
1772238061.4284306,node2,56,98,-49,0,48,135.3273,0.0703,0.0,3.8
1772238066.5824063,node1,11716,100,-55,0,51,135.5476,0.2,0.0,3.8
1772238074.279352,node2,57,97,-50,0,48,135.6826,0.3552,0.1,3.8
1772238076.7915301,node1,11717,100,-56,0,51,135.699,0.1514,0.1,3.7
1772238085.4227166,node2,58,97,-50,0,48,135.3705,0.3121,0.0,3.7
1772238094.4602091,node1,11719,100,-55,1,50,135.5693,0.1297,0.0,3.7
1772238097.7711215,node2,59,99,-50,0,48,135.4904,0.1199,0.1,3.7
1772238103.5971437,node1,11720,100,-55,0,51,134.6023,0.967,0.0,3.6
1772238111.2361336,node2,60,97,-51,0,47,134.7075,0.783,0.0,3.6
1772238114.5528858,node1,11721,100,-55,0,51,135.2794,0.6771,0.1,3.6
1772238123.172916,node1,11722,100,-54,0,50,135.5011,0.2217,0.0,3.6
1772238125.1243198,node2,61,97,-50,0,48,135.4232,0.7157,0.0,3.6
1772238133.685065,node1,11723,100,-55,0,51,135.314,0.1872,0.0,3.7
1772238139.0083733,node2,62,93,-50,0,48,136.1067,0.6835,0.0,3.7
1772238144.671885,node1,11724,100,-55,0,51,135.3726,0.0587,0.1,3.6
1772238152.3119485,node2,63,100,-50,0,49,135.505,0.6018,0.0,3.6
1772238153.8541913,node1,11725,100,-55,0,51,135.4382,0.0656,0.2,3.7
1772238162.2697392,node1,11726,100,-55,0,51,136.0891,0.6509,0.0,3.6
1772238164.4411678,node2,64,94,-50,0,48,135.4253,0.0796,0.0,3.7
1772238171.905173,node1,11727,100,-54,0,51,134.5048,1.5843,0.0,3.6
1772238175.4623458,node2,65,82,-49,0,48,135.5269,0.1016,0.1,3.8
1772238182.506146,node1,11728,100,-56,0,51,135.1466,0.6418,0.0,3.7
1772238187.7110333,node2,66,88,-50,0,48,135.7093,0.1824,0.0,3.7
